imdb_id,title,original_title,year,runtime_minutes,genres,average_rating,num_votes,imdb_url
tt0111161,The Shawshank Redemption,The Shawshank Redemption,1994,142.0,Drama,9.3,3182733,https://www.imdb.com/title/tt0111161
tt0109830,Forrest Gump,Forrest Gump,1994,142.0,Drama,8.8,2492584,https://www.imdb.com/title/tt0109830
tt1853728,Django Unchained,Django Unchained,2012,165.0,Drama,8.5,1879878,https://www.imdb.com/title/tt1853728
tt1130884,Shutter Island,Shutter Island,2010,138.0,Drama,8.2,1643391,https://www.imdb.com/title/tt1130884
tt0120815,Saving Private Ryan,Saving Private Ryan,1998,169.0,Drama,8.6,1636156,https://www.imdb.com/title/tt0120815
tt0482571,The Prestige,The Prestige,2006,130.0,Drama,8.5,1584861,https://www.imdb.com/title/tt0482571
tt0209144,Memento,Memento,2000,113.0,Drama,8.4,1433446,https://www.imdb.com/title/tt0209144
tt0120338,Titanic,Titanic,1997,194.0,Drama,8.0,1390424,https://www.imdb.com/title/tt0120338
tt0169547,American Beauty,American Beauty,1999,122.0,Drama,8.3,1278772,https://www.imdb.com/title/tt0169547
tt0081505,The Shining,The Shining,1980,146.0,Drama,8.4,1223724,https://www.imdb.com/title/tt0081505
tt0119217,Good Will Hunting,Good Will Hunting,1997,126.0,Drama,8.4,1214497,https://www.imdb.com/title/tt0119217
tt0338013,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,108.0,Drama,8.3,1181398,https://www.imdb.com/title/tt0338013
tt2267998,Gone Girl,Gone Girl,2014,149.0,Drama,8.1,1166995,https://www.imdb.com/title/tt2267998
tt6751668,Parasite,Gisaengchung,2019,132.0,Drama,8.5,1160356,https://www.imdb.com/title/tt6751668
tt2582802,Whiplash,Whiplash,2014,106.0,Drama,8.5,1151867,https://www.imdb.com/title/tt2582802
tt0167404,The Sixth Sense,The Sixth Sense,1999,107.0,Drama,8.2,1142932,https://www.imdb.com/title/tt0167404
tt0180093,Requiem for a Dream,Requiem for a Dream,2000,102.0,Drama,8.3,972313,https://www.imdb.com/title/tt0180093
tt0246578,Donnie Darko,Donnie Darko,2001,113.0,Drama,8.0,911053,https://www.imdb.com/title/tt0246578
tt1454468,Gravity,Gravity,2013,91.0,Drama,7.7,899373,https://www.imdb.com/title/tt1454468
tt0947798,Black Swan,Black Swan,2010,108.0,Drama,8.0,888168,https://www.imdb.com/title/tt0947798
tt0480249,I Am Legend,I Am Legend,2007,101.0,Drama,7.2,876084,https://www.imdb.com/title/tt0480249
tt2543164,Arrival,Arrival,2016,116.0,Drama,7.9,861917,https://www.imdb.com/title/tt2543164
tt1205489,Gran Torino,Gran Torino,2008,116.0,Drama,8.1,861216,https://www.imdb.com/title/tt1205489
tt0093058,Full Metal Jacket,Full Metal Jacket,1987,116.0,Drama,8.2,850283,https://www.imdb.com/title/tt0093058
tt0405159,Million Dollar Baby,Million Dollar Baby,2004,132.0,Drama,8.1,765383,https://www.imdb.com/title/tt0405159
tt0457430,Pan's Labyrinth,El laberinto del fauno,2006,118.0,Drama,8.2,746090,https://www.imdb.com/title/tt0457430
tt0421715,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,2008,166.0,Drama,7.8,744491,https://www.imdb.com/title/tt0421715
tt1798709,Her,Her,2013,126.0,Drama,8.0,725951,https://www.imdb.com/title/tt1798709
tt0469494,There Will Be Blood,There Will Be Blood,2007,158.0,Drama,8.2,707275,https://www.imdb.com/title/tt0469494
tt0332280,The Notebook,The Notebook,2004,123.0,Drama,7.8,687802,https://www.imdb.com/title/tt0332280
tt6644200,A Quiet Place,A Quiet Place,2018,90.0,Drama,7.5,657368,https://www.imdb.com/title/tt6644200
tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,Drama,7.2,642176,https://www.imdb.com/title/tt1343092
tt0470752,Ex Machina,Ex Machina,2014,108.0,Drama,7.7,638522,https://www.imdb.com/title/tt0470752
tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,Drama,7.9,595204,https://www.imdb.com/title/tt1659337
tt0095953,Rain Man,Rain Man,1988,133.0,Drama,8.0,585112,https://www.imdb.com/title/tt0095953
tt10811166,The Kashmir Files,The Kashmir Files,2022,170.0,Drama,8.5,578850,https://www.imdb.com/title/tt10811166
tt0206634,Children of Men,Children of Men,2006,109.0,Drama,7.9,565436,https://www.imdb.com/title/tt0206634
tt0099487,Edward Scissorhands,Edward Scissorhands,1990,105.0,Drama,7.8,564568,https://www.imdb.com/title/tt0099487
tt0289879,The Butterfly Effect,The Butterfly Effect,2004,113.0,Drama,7.6,555641,https://www.imdb.com/title/tt0289879
tt0289043,28 Days Later,28 Days Later,2002,113.0,Drama,7.5,546162,https://www.imdb.com/title/tt0289043
tt1454029,The Help,The Help,2011,146.0,Drama,8.1,527918,https://www.imdb.com/title/tt1454029
tt1099212,Twilight,Twilight,2008,122.0,Drama,5.4,526020,https://www.imdb.com/title/tt1099212
tt0887912,The Hurt Locker,The Hurt Locker,2008,131.0,Drama,7.5,496236,https://www.imdb.com/title/tt0887912
tt1355644,Passengers,Passengers,2016,116.0,Drama,7.0,495659,https://www.imdb.com/title/tt1355644
tt8772262,Midsommar,Midsommar,2019,148.0,Drama,7.1,482582,https://www.imdb.com/title/tt8772262
tt3170832,Room,Room,2015,118.0,Drama,8.1,479725,https://www.imdb.com/title/tt3170832
tt5580390,The Shape of Water,The Shape of Water,2017,123.0,Drama,7.3,475523,https://www.imdb.com/title/tt5580390
tt0091763,Platoon,Platoon,1986,120.0,Drama,8.1,472302,https://www.imdb.com/title/tt0091763
tt0119174,The Game,The Game,1997,129.0,Drama,7.7,470092,https://www.imdb.com/title/tt0119174
tt0105695,Unforgiven,Unforgiven,1992,130.0,Drama,8.2,468469,https://www.imdb.com/title/tt0105695
tt0217869,Unbreakable,Unbreakable,2000,106.0,Drama,7.3,467365,https://www.imdb.com/title/tt0217869
tt7784604,Hereditary,Hereditary,2018,127.0,Drama,7.3,454249,https://www.imdb.com/title/tt7784604
tt1517451,A Star Is Born,A Star Is Born,2018,136.0,Drama,7.6,448533,https://www.imdb.com/title/tt1517451
tt0118971,The Devil's Advocate,The Devil's Advocate,1997,144.0,Drama,7.5,443966,https://www.imdb.com/title/tt0118971
tt0405094,The Lives of Others,Das Leben der Anderen,2006,137.0,Drama,8.4,442820,https://www.imdb.com/title/tt0405094
tt0361862,The Machinist,The Machinist,2004,101.0,Drama,7.6,441467,https://www.imdb.com/title/tt0361862
tt0120663,Eyes Wide Shut,Eyes Wide Shut,1999,159.0,Drama,7.5,428169,https://www.imdb.com/title/tt0120663
tt0166924,Mulholland Drive,Mulholland Dr.,2001,147.0,Drama,7.9,427778,https://www.imdb.com/title/tt0166924
tt2582846,The Fault in Our Stars,The Fault in Our Stars,2014,126.0,Drama,7.6,424197,https://www.imdb.com/title/tt2582846
tt17526714,The Substance,The Substance,2024,141.0,Drama,7.2,418216,https://www.imdb.com/title/tt17526714
tt0388795,Brokeback Mountain,Brokeback Mountain,2005,134.0,Drama,7.7,416575,https://www.imdb.com/title/tt0388795
tt0286106,Signs,Signs,2002,106.0,Drama,6.8,413841,https://www.imdb.com/title/tt0286106
tt2106476,The Hunt,Jagten,2012,115.0,Drama,8.3,408643,https://www.imdb.com/title/tt2106476
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,116.0,Drama,7.3,406280,https://www.imdb.com/title/tt0408236
tt0443543,The Illusionist,The Illusionist,2006,110.0,Drama,7.5,404210,https://www.imdb.com/title/tt0443543
tt1907668,Flight,Flight,2012,138.0,Drama,7.3,396979,https://www.imdb.com/title/tt1907668
tt1182345,Moon,Moon,2009,97.0,Drama,7.8,394726,https://www.imdb.com/title/tt1182345
tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,Drama,7.3,386403,https://www.imdb.com/title/tt1371111
tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,103.0,Drama,7.2,383684,https://www.imdb.com/title/tt1179933
tt1065073,Boyhood,Boyhood,2014,165.0,Drama,7.9,381597,https://www.imdb.com/title/tt1065073
tt0110148,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,1994,123.0,Drama,7.5,376304,https://www.imdb.com/title/tt0110148
tt1403865,True Grit,True Grit,2010,110.0,Drama,7.6,376089,https://www.imdb.com/title/tt1403865
tt0414387,Pride & Prejudice,Pride & Prejudice,2005,129.0,Drama,7.8,376011,https://www.imdb.com/title/tt0414387
tt7653254,Marriage Story,Marriage Story,2019,137.0,Drama,7.9,371553,https://www.imdb.com/title/tt7653254
tt0105323,Scent of a Woman,Scent of a Woman,1992,156.0,Drama,8.0,371212,https://www.imdb.com/title/tt0105323
tt1707386,Les Misérables,Les Misérables,2012,158.0,Drama,7.5,361918,https://www.imdb.com/title/tt1707386
tt5726616,Call Me by Your Name,Call Me by Your Name,2017,132.0,Drama,7.8,358422,https://www.imdb.com/title/tt5726616
tt4034228,Manchester by the Sea,Manchester by the Sea,2016,137.0,Drama,7.8,356054,https://www.imdb.com/title/tt4034228
tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015,125.0,Drama,4.2,355989,https://www.imdb.com/title/tt2322441
tt7349950,It: Chapter Two,It: Chapter Two,2019,169.0,Drama,6.5,354065,https://www.imdb.com/title/tt7349950
tt4975722,Moonlight,Moonlight,2016,111.0,Drama,7.4,351790,https://www.imdb.com/title/tt4975722
tt4263482,The Witch,The VVitch: A New-England Folktale,2015,92.0,Drama,7.0,351253,https://www.imdb.com/title/tt4263482
tt0298203,8 Mile,8 Mile,2002,110.0,Drama,7.2,351205,https://www.imdb.com/title/tt0298203
tt0175880,Magnolia,Magnolia,1999,188.0,Drama,8.0,350476,https://www.imdb.com/title/tt0175880
tt0119177,Gattaca,Gattaca,1997,106.0,Drama,7.7,346651,https://www.imdb.com/title/tt0119177
tt3682448,Bridge of Spies,Bridge of Spies,2015,142.0,Drama,7.6,344225,https://www.imdb.com/title/tt3682448
tt0278504,Insomnia,Insomnia,2002,118.0,Drama,7.2,342246,https://www.imdb.com/title/tt0278504
tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,Drama,7.4,341168,https://www.imdb.com/title/tt1790885
tt4550098,Nocturnal Animals,Nocturnal Animals,2016,116.0,Drama,7.4,338622,https://www.imdb.com/title/tt4550098
tt2674426,Me Before You,Me Before You,2016,110.0,Drama,7.4,334181,https://www.imdb.com/title/tt2674426
tt1028528,Death Proof,Death Proof,2007,127.0,Drama,7.0,333615,https://www.imdb.com/title/tt1028528
tt3464902,The Lobster,The Lobster,2015,119.0,Drama,7.1,333295,https://www.imdb.com/title/tt3464902
tt1125849,The Wrestler,The Wrestler,2008,109.0,Drama,7.9,331080,https://www.imdb.com/title/tt1125849
tt1598778,Contagion,Contagion,2011,106.0,Drama,6.8,330428,https://www.imdb.com/title/tt1598778
tt0449467,Babel,Babel,2006,143.0,Drama,7.4,328881,https://www.imdb.com/title/tt0449467
tt0783233,Atonement,Atonement,2007,123.0,Drama,7.8,328548,https://www.imdb.com/title/tt0783233
tt0814314,Seven Pounds,Seven Pounds,2008,123.0,Drama,7.6,325787,https://www.imdb.com/title/tt0814314
tt8332922,A Quiet Place Part II,A Quiet Place Part II,2020,97.0,Drama,7.2,322133,https://www.imdb.com/title/tt8332922
tt0095765,Cinema Paradiso,Nuovo Cinema Paradiso,1988,174.0,Drama,8.5,317165,https://www.imdb.com/title/tt0095765
tt0104257,A Few Good Men,A Few Good Men,1992,138.0,Drama,7.7,316843,https://www.imdb.com/title/tt0104257
tt1016150,All Quiet on the Western Front,Im Westen nichts Neues,2022,148.0,Drama,7.8,315582,https://www.imdb.com/title/tt1016150
tt0381681,Before Sunset,Before Sunset,2004,80.0,Drama,8.1,314631,https://www.imdb.com/title/tt0381681
tt0203009,Moulin Rouge!,Moulin Rouge!,2001,127.0,Drama,7.5,314271,https://www.imdb.com/title/tt0203009
tt0118884,Contact,Contact,1997,150.0,Drama,7.5,312809,https://www.imdb.com/title/tt0118884
tt1312221,Frankenstein,Frankenstein,2025,149.0,Drama,7.4,307865,https://www.imdb.com/title/tt1312221
tt0118749,Boogie Nights,Boogie Nights,1997,155.0,Drama,7.9,305409,https://www.imdb.com/title/tt0118749
tt6823368,Glass,Glass,2019,129.0,Drama,6.6,303597,https://www.imdb.com/title/tt6823368
tt7984734,The Lighthouse,The Lighthouse,2019,109.0,Drama,7.4,301456,https://www.imdb.com/title/tt7984734
tt0119643,Meet Joe Black,Meet Joe Black,1998,178.0,Drama,7.2,299773,https://www.imdb.com/title/tt0119643
tt0368447,The Village,The Village,2004,108.0,Drama,6.6,296450,https://www.imdb.com/title/tt0368447
tt0082096,Das Boot,Das Boot,1981,149.0,Drama,8.3,287685,https://www.imdb.com/title/tt0082096
tt1051906,The Invisible Man,The Invisible Man,2020,124.0,Drama,7.1,284323,https://www.imdb.com/title/tt1051906
tt3281548,Little Women,Little Women,2019,135.0,Drama,7.8,283709,https://www.imdb.com/title/tt3281548
tt13833688,The Whale,The Whale,2022,117.0,Drama,7.6,282049,https://www.imdb.com/title/tt13833688
tt0092890,Dirty Dancing,Dirty Dancing,1987,100.0,Drama,7.1,279691,https://www.imdb.com/title/tt0092890
tt1832382,A Separation,Jodaeiye Nader az Simin,2011,123.0,Drama,8.3,277494,https://www.imdb.com/title/tt1832382
tt0985699,Valkyrie,Valkyrie,2008,121.0,Drama,7.1,274839,https://www.imdb.com/title/tt0985699
tt0914798,The Boy in the Striped Pajamas,The Boy in the Striped Pajamas,2008,94.0,Drama,7.7,274047,https://www.imdb.com/title/tt0914798
tt0335345,The Passion of the Christ,The Passion of the Christ,2004,127.0,Drama,7.3,274041,https://www.imdb.com/title/tt0335345
tt0976051,The Reader,The Reader,2008,124.0,Drama,7.6,273748,https://www.imdb.com/title/tt0976051
tt0107818,Philadelphia,Philadelphia,1993,125.0,Drama,7.7,273655,https://www.imdb.com/title/tt0107818
tt0245712,Amores Perros,Amores perros,2000,154.0,Drama,8.0,272309,https://www.imdb.com/title/tt0245712
tt0898367,The Road,The Road,2009,111.0,Drama,7.2,270643,https://www.imdb.com/title/tt0898367
tt0108550,What's Eating Gilbert Grape,What's Eating Gilbert Grape,1993,118.0,Drama,7.7,269743,https://www.imdb.com/title/tt0108550
tt2321549,The Babadook,The Babadook,2014,94.0,Drama,6.8,269646,https://www.imdb.com/title/tt2321549
tt5109784,Mother!,Mother!,2017,121.0,Drama,6.6,267978,https://www.imdb.com/title/tt5109784
tt0100157,Misery,Misery,1990,107.0,Drama,7.8,265769,https://www.imdb.com/title/tt0100157
tt17351924,Saltburn,Saltburn,2023,131.0,Drama,7.0,265023,https://www.imdb.com/title/tt17351924
tt1649419,The Impossible,Lo imposible,2012,114.0,Drama,7.5,262837,https://www.imdb.com/title/tt1649419
tt0117509,Romeo + Juliet,Romeo + Juliet,1996,120.0,Drama,6.7,260643,https://www.imdb.com/title/tt0117509
tt20215234,Conclave,Conclave,2024,120.0,Drama,7.4,258446,https://www.imdb.com/title/tt20215234
tt0414993,The Fountain,The Fountain,2006,97.0,Drama,7.1,258045,https://www.imdb.com/title/tt0414993
tt0485947,Mr. Nobody,Mr. Nobody,2009,141.0,Drama,7.7,257399,https://www.imdb.com/title/tt0485947
tt0099653,Ghost,Ghost,1990,126.0,Drama,7.1,256408,https://www.imdb.com/title/tt0099653
tt0408306,Munich,Munich,2005,164.0,Drama,7.5,253278,https://www.imdb.com/title/tt0408306
tt0376541,Closer,Closer,2004,104.0,Drama,7.1,250720,https://www.imdb.com/title/tt0376541
tt1255953,Incendies,Incendies,2010,131.0,Drama,8.3,250123,https://www.imdb.com/title/tt1255953
tt2209764,Transcendence,Transcendence,2014,119.0,Drama,6.2,246858,https://www.imdb.com/title/tt2209764
tt0089927,Rocky IV,Rocky IV,1985,91.0,Drama,6.9,244720,https://www.imdb.com/title/tt0089927
tt5606664,Doctor Sleep,Doctor Sleep,2019,152.0,Drama,7.3,244535,https://www.imdb.com/title/tt5606664
tt10272386,The Father,The Father,2020,97.0,Drama,8.2,243914,https://www.imdb.com/title/tt10272386
tt0103772,Basic Instinct,Basic Instinct,1992,127.0,Drama,7.1,243142,https://www.imdb.com/title/tt0103772
tt0479143,Rocky Balboa,Rocky Balboa,2006,102.0,Drama,7.1,242825,https://www.imdb.com/title/tt0479143
tt1305806,The Secret in Their Eyes,El secreto de sus ojos,2009,129.0,Drama,8.2,241953,https://www.imdb.com/title/tt1305806
tt12747748,Leave the World Behind,Leave the World Behind,2023,138.0,Drama,6.4,241827,https://www.imdb.com/title/tt12747748
tt1139797,Let the Right One In,Låt den rätte komma in,2008,114.0,Drama,7.8,239790,https://www.imdb.com/title/tt1139797
tt1124035,The Ides of March,The Ides of March,2011,101.0,Drama,7.1,239228,https://www.imdb.com/title/tt1124035
tt2316411,Enemy,Enemy,2013,91.0,Drama,6.8,239085,https://www.imdb.com/title/tt2316411
tt0416320,Match Point,Match Point,2005,124.0,Drama,7.6,238925,https://www.imdb.com/title/tt0416320
tt0959337,Revolutionary Road,Revolutionary Road,2008,119.0,Drama,7.3,236132,https://www.imdb.com/title/tt0959337
tt0986264,Like Stars on Earth,Taare Zameen Par,2007,162.0,Drama,8.3,231799,https://www.imdb.com/title/tt0986264
tt0281358,A Walk to Remember,A Walk to Remember,2002,101.0,Drama,7.3,231117,https://www.imdb.com/title/tt0281358
tt1655441,The Age of Adaline,The Age of Adaline,2015,112.0,Drama,7.2,228407,https://www.imdb.com/title/tt1655441
tt0084602,Rocky III,Rocky III,1982,99.0,Drama,6.9,227988,https://www.imdb.com/title/tt0084602
tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,127.0,Drama,7.0,226265,https://www.imdb.com/title/tt1340800
tt1120985,Blue Valentine,Blue Valentine,2010,112.0,Drama,7.3,225465,https://www.imdb.com/title/tt1120985
tt0091064,The Fly,The Fly,1986,96.0,Drama,7.6,223928,https://www.imdb.com/title/tt0091064
tt0088846,Brazil,Brazil,1985,132.0,Drama,7.8,222526,https://www.imdb.com/title/tt0088846
tt10293406,The Power of the Dog,The Power of the Dog,2021,126.0,Drama,6.8,222260,https://www.imdb.com/title/tt10293406
tt0363988,Secret Window,Secret Window,2004,96.0,Drama,6.5,221493,https://www.imdb.com/title/tt0363988
tt0139134,Cruel Intentions,Cruel Intentions,1999,97.0,Drama,6.8,220180,https://www.imdb.com/title/tt0139134
tt0756683,The Man from Earth,The Man from Earth,2007,87.0,Drama,7.8,218558,https://www.imdb.com/title/tt0756683
tt9770150,Nomadland,Nomadland,2020,107.0,Drama,7.3,218182,https://www.imdb.com/title/tt9770150
tt1723811,Shame,Shame,2011,101.0,Drama,7.2,217289,https://www.imdb.com/title/tt1723811
tt5715874,The Killing of a Sacred Deer,The Killing of a Sacred Deer,2017,121.0,Drama,7.0,214813,https://www.imdb.com/title/tt5715874
tt1606389,The Vow,The Vow,2012,104.0,Drama,6.8,213769,https://www.imdb.com/title/tt1606389
tt0116209,The English Patient,The English Patient,1996,162.0,Drama,7.4,213453,https://www.imdb.com/title/tt0116209
tt0120863,The Thin Red Line,The Thin Red Line,1998,170.0,Drama,7.6,212846,https://www.imdb.com/title/tt0120863
tt0241303,Chocolat,Chocolat,2000,121.0,Drama,7.2,210269,https://www.imdb.com/title/tt0241303
tt1527186,Melancholia,Melancholia,2011,135.0,Drama,7.1,208011,https://www.imdb.com/title/tt1527186
tt4244994,The Last Duel,The Last Duel,2021,152.0,Drama,7.3,206167,https://www.imdb.com/title/tt4244994
tt1070874,The Trial of the Chicago 7,The Trial of the Chicago 7,2020,129.0,Drama,7.7,205147,https://www.imdb.com/title/tt1070874
tt4016934,The Handmaiden,Ah-ga-ssi,2016,145.0,Drama,8.1,202677,https://www.imdb.com/title/tt4016934
tt0272152,K-PAX,K-PAX,2001,120.0,Drama,7.4,202503,https://www.imdb.com/title/tt0272152
tt1560747,The Master,The Master,2012,138.0,Drama,7.1,200869,https://www.imdb.com/title/tt1560747
tt1596365,The Woman in Black,The Woman in Black,2012,95.0,Drama,6.4,199495,https://www.imdb.com/title/tt1596365
tt0110322,Legends of the Fall,Legends of the Fall,1994,133.0,Drama,7.5,199462,https://www.imdb.com/title/tt0110322
tt9639470,Last Night in Soho,Last Night in Soho,2021,116.0,Drama,7.0,199380,https://www.imdb.com/title/tt9639470
tt2543472,Wonder,Wonder,2017,113.0,Drama,7.9,196486,https://www.imdb.com/title/tt2543472
tt16419074,Air,Air,2023,111.0,Drama,7.4,194770,https://www.imdb.com/title/tt16419074
tt0138704,Pi,Pi,1998,84.0,Drama,7.3,192809,https://www.imdb.com/title/tt0138704
tt0478304,The Tree of Life,The Tree of Life,2011,139.0,Drama,6.8,192192,https://www.imdb.com/title/tt0478304
tt7668870,Searching,Searching,2018,102.0,Drama,7.6,192122,https://www.imdb.com/title/tt7668870
tt0307901,25th Hour,25th Hour,2002,135.0,Drama,7.6,191543,https://www.imdb.com/title/tt0307901
tt0380510,The Lovely Bones,The Lovely Bones,2009,135.0,Drama,6.6,191350,https://www.imdb.com/title/tt0380510
tt0398808,Bridge to Terabithia,Bridge to Terabithia,2007,96.0,Drama,7.2,191185,https://www.imdb.com/title/tt0398808
tt0118694,In the Mood for Love,Fa yeung nin wah,2000,98.0,Drama,8.0,187947,https://www.imdb.com/title/tt0118694
tt0159097,The Virgin Suicides,The Virgin Suicides,1999,97.0,Drama,7.2,186078,https://www.imdb.com/title/tt0159097
tt2209418,Before Midnight,Before Midnight,2013,109.0,Drama,7.9,185647,https://www.imdb.com/title/tt2209418
tt0408790,Flightplan,Flightplan,2005,98.0,Drama,6.3,185343,https://www.imdb.com/title/tt0408790
tt4178092,The Gift,The Gift,2015,108.0,Drama,7.0,185102,https://www.imdb.com/title/tt4178092
tt5363618,Sound of Metal,Sound of Metal,2019,120.0,Drama,7.7,185090,https://www.imdb.com/title/tt5363618
tt10954652,Old,Old,2021,108.0,Drama,5.8,183273,https://www.imdb.com/title/tt10954652
tt11315808,Joker: Folie à Deux,Joker: Folie à Deux,2024,138.0,Drama,5.2,182165,https://www.imdb.com/title/tt11315808
tt0102138,JFK,JFK,1991,189.0,Drama,8.0,182101,https://www.imdb.com/title/tt0102138
tt1242460,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,Drama,7.4,181218,https://www.imdb.com/title/tt1242460
tt1189073,The Skin I Live In,La piel que habito,2011,120.0,Drama,7.6,180071,https://www.imdb.com/title/tt1189073
tt1563738,One Day,One Day,2011,107.0,Drama,7.0,179497,https://www.imdb.com/title/tt1563738
tt6155172,Roma,Roma,2018,135.0,Drama,7.6,178373,https://www.imdb.com/title/tt6155172
tt1462758,Buried,Buried,2010,95.0,Drama,7.0,176275,https://www.imdb.com/title/tt1462758
tt10731256,Don't Worry Darling,Don't Worry Darling,2022,123.0,Drama,6.3,176166,https://www.imdb.com/title/tt10731256
tt13433802,A Quiet Place: Day One,A Quiet Place: Day One,2024,99.0,Drama,6.3,175922,https://www.imdb.com/title/tt13433802
tt0822832,Marley & Me,Marley & Me,2008,115.0,Drama,7.0,175548,https://www.imdb.com/title/tt0822832
tt0424136,Hard Candy,Hard Candy,2005,104.0,Drama,7.0,174279,https://www.imdb.com/title/tt0424136
tt2278871,Blue Is the Warmest Colour,La vie d'Adèle,2013,180.0,Drama,7.6,173067,https://www.imdb.com/title/tt2278871
tt0397535,Memoirs of a Geisha,Memoirs of a Geisha,2005,145.0,Drama,7.3,172777,https://www.imdb.com/title/tt0397535
tt0765010,Brothers,Brothers,2009,105.0,Drama,7.1,172223,https://www.imdb.com/title/tt0765010
tt13238346,Past Lives,Past Lives,2023,105.0,Drama,7.8,172220,https://www.imdb.com/title/tt13238346
tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,Drama,7.4,171858,https://www.imdb.com/title/tt2042568
tt1441395,Under the Skin,Under the Skin,2013,108.0,Drama,6.3,170428,https://www.imdb.com/title/tt1441395
tt0464141,The Orphanage,El orfanato,2007,105.0,Drama,7.4,170420,https://www.imdb.com/title/tt0464141
tt0116922,Lost Highway,Lost Highway,1997,134.0,Drama,7.6,170099,https://www.imdb.com/title/tt0116922
tt2554274,Crimson Peak,Crimson Peak,2015,119.0,Drama,6.5,169369,https://www.imdb.com/title/tt2554274
tt2692904,Locke,Locke,2013,85.0,Drama,7.1,168969,https://www.imdb.com/title/tt2692904
tt1714206,The Spectacular Now,The Spectacular Now,2013,95.0,Drama,7.0,168388,https://www.imdb.com/title/tt1714206
tt7160372,The Zone of Interest,The Zone of Interest,2023,105.0,Drama,7.3,166340,https://www.imdb.com/title/tt7160372
tt0452694,The Time Traveler's Wife,The Time Traveler's Wife,2009,107.0,Drama,7.1,165708,https://www.imdb.com/title/tt0452694
tt0410297,The Lake House,The Lake House,2006,99.0,Drama,6.8,165170,https://www.imdb.com/title/tt0410297
tt0989757,Dear John,Dear John,2010,108.0,Drama,6.3,163821,https://www.imdb.com/title/tt0989757
tt1403981,Remember Me,Remember Me,2010,113.0,Drama,7.1,163721,https://www.imdb.com/title/tt1403981
tt32916440,Marty Supreme,Marty Supreme,2025,149.0,Drama,7.7,162731,https://www.imdb.com/title/tt32916440
tt0277027,I Am Sam,I Am Sam,2001,132.0,Drama,7.6,162307,https://www.imdb.com/title/tt0277027
tt5776858,Phantom Thread,Phantom Thread,2017,130.0,Drama,7.4,161896,https://www.imdb.com/title/tt5776858
tt1615147,Margin Call,Margin Call,2011,107.0,Drama,7.1,161705,https://www.imdb.com/title/tt1615147
tt0106918,The Firm,The Firm,1993,154.0,Drama,6.9,161238,https://www.imdb.com/title/tt0106918
tt0100507,Rocky V,Rocky V,1990,104.0,Drama,5.4,161226,https://www.imdb.com/title/tt0100507
tt1334260,Never Let Me Go,Never Let Me Go,2010,103.0,Drama,7.1,160046,https://www.imdb.com/title/tt1334260
tt0103855,The Bodyguard,The Bodyguard,1992,129.0,Drama,6.4,159385,https://www.imdb.com/title/tt0103855
tt4481414,Gifted,Gifted,2017,101.0,Drama,7.6,158703,https://www.imdb.com/title/tt4481414
tt18925334,Pearl,Pearl,2022,103.0,Drama,7.0,158516,https://www.imdb.com/title/tt18925334
tt2381111,Brooklyn,Brooklyn,2015,117.0,Drama,7.5,158472,https://www.imdb.com/title/tt2381111
tt9411972,Where the Crawdads Sing,Where the Crawdads Sing,2022,125.0,Drama,7.2,157959,https://www.imdb.com/title/tt9411972
tt0387131,The Constant Gardener,The Constant Gardener,2005,129.0,Drama,7.3,155761,https://www.imdb.com/title/tt0387131
tt1939659,Carrie,Carrie,2013,100.0,Drama,5.8,155667,https://www.imdb.com/title/tt1939659
tt2402927,Carol,Carol,2015,118.0,Drama,7.3,153567,https://www.imdb.com/title/tt2402927
tt4052882,The Shallows,The Shallows,2016,86.0,Drama,6.3,153566,https://www.imdb.com/title/tt4052882
tt0249462,Billy Elliot,Billy Elliot,2000,110.0,Drama,7.7,151894,https://www.imdb.com/title/tt0249462
tt3316960,Still Alice,Still Alice,2014,101.0,Drama,7.5,150450,https://www.imdb.com/title/tt3316960
tt0404032,The Exorcism of Emily Rose,The Exorcism of Emily Rose,2005,119.0,Drama,6.7,149144,https://www.imdb.com/title/tt0404032
tt0816442,The Book Thief,The Book Thief,2013,131.0,Drama,7.5,147597,https://www.imdb.com/title/tt0816442
tt0274558,The Hours,The Hours,2002,114.0,Drama,7.5,146992,https://www.imdb.com/title/tt0274558
tt0918927,Doubt,Doubt,2008,104.0,Drama,7.5,146711,https://www.imdb.com/title/tt0918927
tt5649144,The Florida Project,The Florida Project,2017,111.0,Drama,7.6,146482,https://www.imdb.com/title/tt5649144
